../index.html,< Money Menu
market/index.html,Market Menu >
http://www.bankofcanada.ca/rates/exchange/,Bank of Canada - Exchange Rates
https://www.myctfs.com/,Canadian Tire Bank - Home
http://www.ci.com/web/home.jsp,CI Investments
http://www.oaken.com/,Oaken Financial - Home
https://www.paypal.com/ca/webapps/mpp/home,PayPal
http://www.ratehub.ca/,RateHub
http://www.rbcroyalbank.com/personal.html,RBC Royal Bank
http://www.rdsp.com/,RDSP
https://simpletax.ca/,SimpleTax
https://www.sunlife.ca/,Sun Life Financial
https://www.tangerine.ca/en/index.html,Tangerine - Home
https://www.tangerine.ca/en/calculators/calculators.html#sbt,Tangerine - Calculators
https://www.td.com/about-tdbfg/our-business/index.jsp,TD Bank Group
https://easyweb.td.com/waw/idp/login.htm?execution=e1s1,TDBank - EasyWeb
https://ca.finance.yahoo.com/,Yahoo Finance Canada
